year,date,temp_mean,temp_min,temp_max,hum_mean,light_mean,light_max,st1,st2,st3,st4,sm1,sm2,sm3,sm4,ph,salt,pest_count,lure_count,spore_count,label
2024,2024-07-12,17.56801169590643,14.45,21.4,83.35573099415205,17471.321465643276,84733.95,19.217481115984405,18.95640107212476,18.803004995126702,18.572571271929824,20.51493664717349,18.912598075048734,16.76775097465887,17.226320662768032,7.098333205117472,0.0155714761289741,0.0,2.0,6.0,2
2024,2024-07-13,19.4787134502924,12.633333333333333,24.53333333333333,78.56685489766082,31741.911770833336,117025.33333333331,20.590925925925927,19.83884563840156,19.148953460038985,18.55668859649123,19.91376522904483,18.705830287524364,16.684150219298246,17.112740009746588,7.087459016175583,0.0152689563983488,1.0,2.0,8.0,2
2024,2024-07-14,22.07455592105263,14.0,27.6,75.90569992690058,36105.44437682749,96146.95,22.56257797270955,21.122251461988306,19.92321211013645,18.968833455165697,19.293819444444445,18.44459125243665,16.561691033138402,17.061970638401558,7.110147859838015,0.0150998101956093,1.0,1.0,8.0,2
2024,2024-07-15,23.673578216374267,16.616666666666667,28.4,82.86333881578948,29168.950244883043,101745.71666666667,23.942629751461983,22.495671296296297,21.060158382066277,19.76747807017544,18.657945297270956,18.13593567251462,16.460613425925928,17.010303971734892,7.14200767513439,0.0150033754367314,0.0,1.0,17.0,2
2024,2024-07-16,25.129619772951457,20.6,30.083333333333332,85.10512312407525,28544.0671525576,96648.58333333331,25.544426169590643,23.70134624756335,21.997446393762186,20.51293737816764,18.13334368908382,17.800694444444446,16.29082358674464,16.928327241715397,7.183564521484818,0.0147542394589414,0.0,0.0,11.0,2
2024,2024-07-17,25.517704678362573,20.616666666666667,30.03333333333333,78.84767361111112,33127.87744152047,95049.41666666669,26.40860136452242,24.66692007797271,22.911295687134505,21.294311038011696,17.527029117933722,17.405506213450295,16.074295199805068,16.817470760233917,7.206268169733821,0.0144961591002099,2.0,1.0,16.0,2
2024,2024-07-18,22.956834795321637,20.583333333333332,24.366666666666664,90.58987390350876,7863.972591374269,33060.666666666664,24.266189692982454,24.058324805068228,23.126631335282653,21.806750730994153,17.070333820662768,16.982726608187136,15.806640472709551,16.660938718323585,7.232670384378633,0.0143484391124871,0.0,0.0,0.0,2
2024,2024-07-19,23.930996994353432,20.15,29.233333333333334,85.91337239181827,26590.09955607446,109775.21666666667,24.195065467723698,23.26106770358434,22.351708104138275,21.401834568969615,19.302282860133268,17.954467618150815,16.338723810423776,17.188681756791855,7.13735587780549,0.0153915158653444,1.0,1.0,2.0,2
2024,2024-07-20,25.021500365497076,21.4,29.116666666666664,82.52419590643275,27695.572507309946,101710.36666666664,24.925645711500973,23.816106846978556,22.68093201754386,21.534879995126705,18.624286671539963,17.734725877192982,16.24363425925926,16.8521966374269,7.213035131873846,0.0149412497756539,2.0,0.0,14.0,2
2024,2024-07-21,22.934380482456135,19.383333333333333,27.566666666666663,90.68947916666669,14902.246187865496,77283.51666666666,23.979502923976607,23.6160020711501,22.793326632553608,21.73667641325536,18.18997136939571,17.42206871345029,16.113585526315788,16.93758528265107,7.227988489830308,0.0138733895598013,0.0,1.0,20.0,2
2024,2024-07-22,23.055997807017544,19.116666666666667,27.866666666666664,89.12737938596491,20655.608406510513,96227.75,23.85246771442495,23.04105811403509,22.28626461988304,21.45926230506823,18.389197733918127,17.37694200779727,15.989010721247562,16.884040570175436,7.204910104632055,0.0145371408947647,0.0,0.0,11.0,2
2024,2024-07-23,22.06205919683729,18.116666666666667,25.866666666666664,85.07187786100708,26397.738445276733,94902.96666666666,24.49472329411468,23.648012774436,22.61001347747134,21.561078134654913,17.778157133129042,17.123134844071174,15.842554256674106,16.789374519224705,7.239799382271572,0.0132730897129679,0.0,0.0,8.0,2
2024,2024-07-24,21.165644736842104,15.94,26.02,80.56757456140352,37396.971872807015,104464.3,24.247275219298245,23.48081993177388,22.602277655945414,21.649035696881093,17.06621040448343,16.717739400584794,15.634282407407406,16.635024975633527,7.245425205959301,0.0130523586486498,0.0,0.0,26.0,2
2024,2024-07-25,21.895892857142854,17.1,25.9,75.71270833333332,36396.58845238095,115148.08,24.6061945662768,23.785203460038986,22.803181042884987,21.774173976608186,16.40360136452242,16.263071393762182,15.35969846491228,16.422987329434697,7.2603736597347295,0.0131741540431962,3.0,1.0,1.0,2
